"АРМ ""Ресурс"", Версия 4.9.5 build 17058 сборка от 2025-04-16";;;
;;;
Экспорт истории расхода счётчиков;;;
;;;
Выбранная начальная дата:;01.01.2025;;
16.09.2025 00:00:00;3;0,000;
16.09.2025 00:00:00;4;0,000;
17.09.2025 00:00:00;1;55,486;
17.09.2025 00:00:00;2;2,020;
17.09.2025 00:00:00;3;0,000;
17.09.2025 00:00:00;4;0,000;
18.09.2025 00:00:00;1;55,849;
18.09.2025 00:00:00;2;2,020;
18.09.2025 00:00:00;3;0,000;
18.09.2025 00:00:00;4;0,000;
19.09.2025 00:00:00;1;56,446;
19.09.2025 00:00:00;2;2,020;
19.09.2025 00:00:00;3;0,000;
19.09.2025 00:00:00;4;0,000;
20.09.2025 00:00:00;1;56,832;
20.09.2025 00:00:00;2;2,020;
20.09.2025 00:00:00;3;0,000;
20.09.2025 00:00:00;4;0,000;
21.09.2025 00:00:00;1;57,193;
21.09.2025 00:00:00;2;2,020;
21.09.2025 00:00:00;3;0,000;
21.09.2025 00:00:00;4;0,000;
22.09.2025 00:00:00;1;57,193;
22.09.2025 00:00:00;2;2,020;
22.09.2025 00:00:00;3;0,000;
22.09.2025 00:00:00;4;0,000;
24.09.2025 00:00:00;1;57,913;
24.09.2025 00:00:00;2;2,020;
24.09.2025 00:00:00;3;0,000;
24.09.2025 00:00:00;4;0,000;
25.09.2025 00:00:00;1;58,363;
25.09.2025 00:00:00;2;2,020;
25.09.2025 00:00:00;3;0,000;
25.09.2025 00:00:00;4;0,000;
26.09.2025 00:00:00;1;58,789;
26.09.2025 00:00:00;2;2,020;
26.09.2025 00:00:00;3;0,000;
26.09.2025 00:00:00;4;0,000;
27.09.2025 00:00:00;1;59,291;
27.09.2025 00:00:00;2;2,020;
27.09.2025 00:00:00;3;0,000;
27.09.2025 00:00:00;4;0,000;
28.09.2025 00:00:00;1;59,858;
28.09.2025 00:00:00;2;2,020;
28.09.2025 00:00:00;3;0,000;
28.09.2025 00:00:00;4;0,000;
29.09.2025 00:00:00;1;59,858;
29.09.2025 00:00:00;2;2,020;
29.09.2025 00:00:00;3;0,000;
29.09.2025 00:00:00;4;0,000;
30.09.2025 00:00:00;1;60,282;
30.09.2025 00:00:00;2;2,020;
30.09.2025 00:00:00;3;0,000;
30.09.2025 00:00:00;4;0,000;
01.10.2025 00:00:00;1;60,836;
01.10.2025 00:00:00;2;2,020;
01.10.2025 00:00:00;3;0,000;
01.10.2025 00:00:00;4;0,000;
02.10.2025 00:00:00;1;66,466;
02.10.2025 00:00:00;2;2,020;
02.10.2025 00:00:00;3;0,000;
02.10.2025 00:00:00;4;0,000;
03.10.2025 00:00:00;1;68,453;
03.10.2025 00:00:00;2;2,020;
03.10.2025 00:00:00;3;0,000;
03.10.2025 00:00:00;4;0,000;
04.10.2025 00:00:00;1;69,282;
04.10.2025 00:00:00;2;2,020;
04.10.2025 00:00:00;3;0,000;
04.10.2025 00:00:00;4;0,000;
05.10.2025 00:00:00;1;77,195;
05.10.2025 00:00:00;2;2,020;
05.10.2025 00:00:00;3;0,000;
05.10.2025 00:00:00;4;0,000;
06.10.2025 00:00:00;1;77,195;
06.10.2025 00:00:00;2;2,020;
06.10.2025 00:00:00;3;0,000;
06.10.2025 00:00:00;4;0,000;
07.10.2025 00:00:00;1;83,948;
07.10.2025 00:00:00;2;2,020;
07.10.2025 00:00:00;3;0,000;
07.10.2025 00:00:00;4;0,000;
08.10.2025 00:00:00;1;93,757;
08.10.2025 00:00:00;2;2,020;
08.10.2025 00:00:00;3;0,000;
08.10.2025 00:00:00;4;0,000;
09.10.2025 00:00:00;1;96,321;
09.10.2025 00:00:00;2;2,020;
09.10.2025 00:00:00;3;0,000;
09.10.2025 00:00:00;4;0,000;
10.10.2025 00:00:00;1;111,762;
10.10.2025 00:00:00;2;2,020;
10.10.2025 00:00:00;3;0,000;
10.10.2025 00:00:00;4;0,000;
11.10.2025 00:00:00;1;117,943;
11.10.2025 00:00:00;2;2,020;
11.10.2025 00:00:00;3;0,000;
11.10.2025 00:00:00;4;0,000;
12.10.2025 00:00:00;1;129,277;
12.10.2025 00:00:00;2;2,020;
12.10.2025 00:00:00;3;0,000;
12.10.2025 00:00:00;4;0,000;
13.10.2025 00:00:00;1;129,277;
13.10.2025 00:00:00;2;2,020;
13.10.2025 00:00:00;3;0,000;
13.10.2025 00:00:00;4;0,000;
14.10.2025 00:00:00;1;145,797;
14.10.2025 00:00:00;2;2,020;
14.10.2025 00:00:00;3;0,000;
14.10.2025 00:00:00;4;0,000;
15.10.2025 00:00:00;1;150,019;
15.10.2025 00:00:00;2;2,020;
15.10.2025 00:00:00;3;0,000;
15.10.2025 00:00:00;4;0,000;
23.10.2025 00:00:00;1;258,869;
23.10.2025 00:00:00;2;2,020;
23.10.2025 00:00:00;3;0,000;
23.10.2025 00:00:00;4;0,000;
24.10.2025 00:00:00;1;274,875;
24.10.2025 00:00:00;2;2,020;
24.10.2025 00:00:00;3;0,000;
24.10.2025 00:00:00;4;0,000;
25.10.2025 00:00:00;1;281,689;
25.10.2025 00:00:00;2;2,020;
25.10.2025 00:00:00;3;0,000;
25.10.2025 00:00:00;4;0,000;
26.10.2025 00:00:00;1;293,466;
26.10.2025 00:00:00;2;2,020;
26.10.2025 00:00:00;3;0,000;
26.10.2025 00:00:00;4;0,000;
27.10.2025 00:00:00;1;293,466;
27.10.2025 00:00:00;2;2,020;
27.10.2025 00:00:00;3;0,000;
27.10.2025 00:00:00;4;0,000;
28.10.2025 00:00:00;1;293,466;
28.10.2025 00:00:00;2;2,020;
28.10.2025 00:00:00;3;0,000;
28.10.2025 00:00:00;4;0,000;
29.10.2025 00:00:00;1;293,466;
29.10.2025 00:00:00;2;2,020;
29.10.2025 00:00:00;3;0,000;
29.10.2025 00:00:00;4;0,000;
30.10.2025 12:00:00;1;293,466;
30.10.2025 12:00:00;2;2,020;
30.10.2025 12:00:00;3;0,000;
30.10.2025 12:00:00;4;0,000;
31.10.2025 00:00:00;1;293,466;
31.10.2025 00:00:00;2;2,020;
31.10.2025 00:00:00;3;0,000;
31.10.2025 00:00:00;4;0,000;
01.11.2025 00:00:00;1;293,466;
01.11.2025 00:00:00;2;2,020;
01.11.2025 00:00:00;3;0,000;
01.11.2025 00:00:00;4;0,000;
02.11.2025 00:00:00;1;293,466;
02.11.2025 00:00:00;2;2,020;
02.11.2025 00:00:00;3;0,000;
02.11.2025 00:00:00;4;0,000;
03.11.2025 00:00:00;1;293,466;
03.11.2025 00:00:00;2;2,020;
03.11.2025 00:00:00;3;0,000;
03.11.2025 00:00:00;4;0,000;
04.11.2025 00:00:00;1;293,466;
04.11.2025 00:00:00;2;2,020;
04.11.2025 00:00:00;3;0,000;
04.11.2025 00:00:00;4;0,000;
05.11.2025 00:00:00;1;293,466;
05.11.2025 00:00:00;2;2,020;
05.11.2025 00:00:00;3;0,000;
05.11.2025 00:00:00;4;0,000;
06.11.2025 00:00:00;1;293,466;
06.11.2025 00:00:00;2;2,020;
06.11.2025 00:00:00;3;0,000;
06.11.2025 00:00:00;4;0,000;
07.11.2025 00:00:00;1;293,466;
07.11.2025 00:00:00;2;2,020;
07.11.2025 00:00:00;3;0,000;
07.11.2025 00:00:00;4;0,000;
08.11.2025 00:00:00;1;293,466;
08.11.2025 00:00:00;2;2,020;
08.11.2025 00:00:00;3;0,000;
08.11.2025 00:00:00;4;0,000;
09.11.2025 00:00:00;1;293,466;
09.11.2025 00:00:00;2;2,020;
09.11.2025 00:00:00;3;0,000;
09.11.2025 00:00:00;4;0,000;
10.11.2025 00:00:00;1;293,466;
10.11.2025 00:00:00;2;2,020;
10.11.2025 00:00:00;3;0,000;
10.11.2025 00:00:00;4;0,000;
11.11.2025 00:00:00;1;294,709;
11.11.2025 00:00:00;2;2,020;
11.11.2025 00:00:00;3;0,000;
11.11.2025 00:00:00;4;0,000;
13.11.2025 00:00:00;1;310,327;
13.11.2025 00:00:00;2;2,286;
13.11.2025 00:00:00;3;0,000;
13.11.2025 00:00:00;4;0,000;
14.11.2025 00:00:00;1;312,709;
14.11.2025 00:00:00;2;2,286;
14.11.2025 00:00:00;3;0,000;
14.11.2025 00:00:00;4;0,000;
15.11.2025 00:00:00;1;312,831;
15.11.2025 00:00:00;2;2,286;
15.11.2025 00:00:00;3;0,000;
15.11.2025 00:00:00;4;0,000;
16.11.2025 00:00:00;1;312,831;
16.11.2025 00:00:00;2;2,286;
16.11.2025 00:00:00;3;0,000;
16.11.2025 00:00:00;4;0,000;
17.11.2025 00:00:00;1;312,831;
17.11.2025 00:00:00;2;2,286;
17.11.2025 00:00:00;3;0,000;
17.11.2025 00:00:00;4;0,000;
18.11.2025 00:00:00;1;312,831;
18.11.2025 00:00:00;2;2,286;
18.11.2025 00:00:00;3;0,000;
18.11.2025 00:00:00;4;0,000;
19.11.2025 00:00:00;1;312,831;
19.11.2025 00:00:00;2;2,286;
19.11.2025 00:00:00;3;0,000;
19.11.2025 00:00:00;4;0,000;
20.11.2025 00:00:00;1;312,831;
20.11.2025 00:00:00;2;2,286;
20.11.2025 00:00:00;3;0,000;
20.11.2025 00:00:00;4;0,000;
21.11.2025 00:00:00;1;312,831;
21.11.2025 00:00:00;2;2,286;
21.11.2025 00:00:00;3;0,000;
21.11.2025 00:00:00;4;0,000;
22.11.2025 00:00:00;1;312,831;
22.11.2025 00:00:00;2;2,286;
22.11.2025 00:00:00;3;0,000;
22.11.2025 00:00:00;4;0,000;
23.11.2025 00:00:00;1;312,831;
23.11.2025 00:00:00;2;2,286;
23.11.2025 00:00:00;3;0,000;
23.11.2025 00:00:00;4;0,000;
24.11.2025 00:00:00;1;312,831;
24.11.2025 00:00:00;2;2,286;
24.11.2025 00:00:00;3;0,000;
24.11.2025 00:00:00;4;0,000;
25.11.2025 00:00:00;1;317,661;
25.11.2025 00:00:00;2;2,302;
25.11.2025 00:00:00;3;0,000;
25.11.2025 00:00:00;4;0,000;
26.11.2025 00:00:00;1;318,912;
26.11.2025 00:00:00;2;2,567;
26.11.2025 00:00:00;3;0,000;
26.11.2025 00:00:00;4;0,000;
02.12.2025 09:00:00;1;331,616;
02.12.2025 09:00:00;2;8,237;
02.12.2025 09:00:00;3;0,000;
02.12.2025 09:00:00;4;0,000;
03.12.2025 00:00:00;1;342,858;
03.12.2025 00:00:00;2;8,558;
03.12.2025 00:00:00;3;0,000;
03.12.2025 00:00:00;4;0,000;
04.12.2025 00:00:00;1;360,402;
04.12.2025 00:00:00;2;14,657;
04.12.2025 00:00:00;3;0,000;
04.12.2025 00:00:00;4;0,000;
05.12.2025 00:00:00;1;378,792;
05.12.2025 00:00:00;2;24,004;
05.12.2025 00:00:00;3;0,000;
05.12.2025 00:00:00;4;0,000;
06.12.2025 00:00:00;1;396,844;
06.12.2025 00:00:00;2;33,138;
06.12.2025 00:00:00;3;0,000;
06.12.2025 00:00:00;4;0,000;
07.12.2025 00:00:00;1;423,373;
07.12.2025 00:00:00;2;42,810;
07.12.2025 00:00:00;3;0,000;
07.12.2025 00:00:00;4;0,000;
08.12.2025 00:00:00;1;456,327;
08.12.2025 00:00:00;2;60,295;
08.12.2025 00:00:00;3;0,000;
08.12.2025 00:00:00;4;0,000;
09.12.2025 00:00:00;1;490,409;
09.12.2025 00:00:00;2;77,387;
09.12.2025 00:00:00;3;0,000;
09.12.2025 00:00:00;4;0,000;
10.12.2025 00:00:00;1;508,483;
10.12.2025 00:00:00;2;94,472;
10.12.2025 00:00:00;3;0,000;
10.12.2025 00:00:00;4;0,000;
11.12.2025 00:00:00;1;517,620;
11.12.2025 00:00:00;2;102,911;
11.12.2025 00:00:00;3;0,000;
11.12.2025 00:00:00;4;0,000;
12.12.2025 00:00:00;1;520,044;
12.12.2025 00:00:00;2;102,911;
12.12.2025 00:00:00;3;0,000;
12.12.2025 00:00:00;4;0,000;
13.12.2025 00:00:00;1;525,594;
13.12.2025 00:00:00;2;103,223;
13.12.2025 00:00:00;3;0,000;
13.12.2025 00:00:00;4;0,000;
14.12.2025 00:00:00;1;538,644;
14.12.2025 00:00:00;2;108,681;
14.12.2025 00:00:00;3;0,000;
14.12.2025 00:00:00;4;0,000;
15.12.2025 00:00:00;1;551,900;
15.12.2025 00:00:00;2;115,542;
15.12.2025 00:00:00;3;0,000;
15.12.2025 00:00:00;4;0,000;
16.12.2025 00:00:00;1;572,119;
16.12.2025 00:00:00;2;122,724;
16.12.2025 00:00:00;3;0,000;
16.12.2025 00:00:00;4;0,000;
17.12.2025 00:00:00;1;591,756;
17.12.2025 00:00:00;2;134,857;
17.12.2025 00:00:00;3;0,000;
17.12.2025 00:00:00;4;0,000;
18.12.2025 00:00:00;1;611,119;
18.12.2025 00:00:00;2;147,142;
18.12.2025 00:00:00;3;0,000;
18.12.2025 00:00:00;4;0,000;
19.12.2025 00:00:00;1;635,783;
19.12.2025 00:00:00;2;156,288;
19.12.2025 00:00:00;3;0,000;
19.12.2025 00:00:00;4;0,000;
20.12.2025 00:00:00;1;669,113;
20.12.2025 00:00:00;2;173,283;
20.12.2025 00:00:00;3;0,000;
20.12.2025 00:00:00;4;0,000;
21.12.2025 00:00:00;1;697,391;
21.12.2025 00:00:00;2;190,485;
21.12.2025 00:00:00;3;0,000;
21.12.2025 00:00:00;4;0,000;
22.12.2025 00:00:00;1;724,436;
22.12.2025 00:00:00;2;204,342;
22.12.2025 00:00:00;3;0,000;
22.12.2025 00:00:00;4;0,000;
;;;
Устройство;Счётчик электроэнергии;;
ID;1309;;
Серийный номер;012967188111306;;
Абонент;Абонент (единый счёт)_1;;
Адрес;г. Астрахань, ул. Адмирала Нахимова, д. 141Б, п. 4;;
Дом;ЖК Семейный;;
Подъезд;Подъезд_04;;
Квартира;Квартира_253;;
Время;Тариф;Значение расхода;
10.06.2025 00:00:00;1;14,896;
10.06.2025 00:00:00;2;0,828;
10.06.2025 00:00:00;3;0,000;
10.06.2025 00:00:00;4;0,000;
11.06.2025 00:00:00;1;14,896;
11.06.2025 00:00:00;2;0,828;
11.06.2025 00:00:00;3;0,000;
11.06.2025 00:00:00;4;0,000;
12.06.2025 00:00:00;1;15,215;
12.06.2025 00:00:00;2;0,828;
12.06.2025 00:00:00;3;0,000;
12.06.2025 00:00:00;4;0,000;
13.06.2025 00:00:00;1;15,215;
13.06.2025 00:00:00;2;0,828;
13.06.2025 00:00:00;3;0,000;
13.06.2025 00:00:00;4;0,000;
14.06.2025 00:00:00;1;15,390;
14.06.2025 00:00:00;2;0,828;
14.06.2025 00:00:00;3;0,000;
14.06.2025 00:00:00;4;0,000;
15.06.2025 00:00:00;1;15,498;
15.06.2025 00:00:00;2;0,828;
15.06.2025 00:00:00;3;0,000;
15.06.2025 00:00:00;4;0,000;
16.06.2025 00:00:00;1;15,498;
16.06.2025 00:00:00;2;0,828;
16.06.2025 00:00:00;3;0,000;
16.06.2025 00:00:00;4;0,000;
17.06.2025 00:00:00;1;15,498;
17.06.2025 00:00:00;2;0,828;
17.06.2025 00:00:00;3;0,000;
17.06.2025 00:00:00;4;0,000;
18.06.2025 00:00:00;1;15,801;
18.06.2025 00:00:00;2;0,828;
18.06.2025 00:00:00;3;0,000;
18.06.2025 00:00:00;4;0,000;
19.06.2025 00:00:00;1;15,836;
19.06.2025 00:00:00;2;0,828;
19.06.2025 00:00:00;3;0,000;
19.06.2025 00:00:00;4;0,000;
20.06.2025 00:00:00;1;15,998;
20.06.2025 00:00:00;2;0,828;
20.06.2025 00:00:00;3;0,000;
20.06.2025 00:00:00;4;0,000;
21.06.2025 00:00:00;1;15,998;
21.06.2025 00:00:00;2;0,828;
21.06.2025 00:00:00;3;0,000;
21.06.2025 00:00:00;4;0,000;
22.06.2025 00:00:00;1;15,998;
22.06.2025 00:00:00;2;0,828;
22.06.2025 00:00:00;3;0,000;
22.06.2025 00:00:00;4;0,000;
23.06.2025 00:00:00;1;15,998;
23.06.2025 00:00:00;2;0,828;
23.06.2025 00:00:00;3;0,000;
23.06.2025 00:00:00;4;0,000;
24.06.2025 00:00:00;1;15,998;
24.06.2025 00:00:00;2;0,828;
24.06.2025 00:00:00;3;0,000;
24.06.2025 00:00:00;4;0,000;
25.06.2025 00:00:00;1;15,998;
25.06.2025 00:00:00;2;0,828;
25.06.2025 00:00:00;3;0,000;
25.06.2025 00:00:00;4;0,000;
26.06.2025 00:00:00;1;15,998;
26.06.2025 00:00:00;2;0,828;
26.06.2025 00:00:00;3;0,000;
26.06.2025 00:00:00;4;0,000;
27.06.2025 00:00:00;1;15,998;
27.06.2025 00:00:00;2;0,828;
27.06.2025 00:00:00;3;0,000;
27.06.2025 00:00:00;4;0,000;
28.06.2025 00:00:00;1;15,998;
28.06.2025 00:00:00;2;0,828;
28.06.2025 00:00:00;3;0,000;
28.06.2025 00:00:00;4;0,000;
29.06.2025 00:00:00;1;15,998;
29.06.2025 00:00:00;2;0,828;
29.06.2025 00:00:00;3;0,000;
29.06.2025 00:00:00;4;0,000;
30.06.2025 00:00:00;1;15,998;
30.06.2025 00:00:00;2;0,828;
30.06.2025 00:00:00;3;0,000;
30.06.2025 00:00:00;4;0,000;
01.07.2025 00:00:00;1;15,998;
01.07.2025 00:00:00;2;0,828;
01.07.2025 00:00:00;3;0,000;
01.07.2025 00:00:00;4;0,000;
02.07.2025 00:00:00;1;15,998;
02.07.2025 00:00:00;2;0,828;
02.07.2025 00:00:00;3;0,000;
02.07.2025 00:00:00;4;0,000;
03.07.2025 00:00:00;1;15,998;
03.07.2025 00:00:00;2;0,828;
03.07.2025 00:00:00;3;0,000;
03.07.2025 00:00:00;4;0,000;
04.07.2025 00:00:00;1;15,998;
04.07.2025 00:00:00;2;0,828;
04.07.2025 00:00:00;3;0,000;
04.07.2025 00:00:00;4;0,000;
05.07.2025 00:00:00;1;15,998;
05.07.2025 00:00:00;2;0,828;
05.07.2025 00:00:00;3;0,000;
05.07.2025 00:00:00;4;0,000;
06.07.2025 00:00:00;1;15,998;
06.07.2025 00:00:00;2;0,828;
06.07.2025 00:00:00;3;0,000;
06.07.2025 00:00:00;4;0,000;
07.07.2025 00:00:00;1;15,998;
07.07.2025 00:00:00;2;0,828;
07.07.2025 00:00:00;3;0,000;
07.07.2025 00:00:00;4;0,000;
08.07.2025 00:00:00;1;15,998;
08.07.2025 00:00:00;2;0,828;
08.07.2025 00:00:00;3;0,000;
08.07.2025 00:00:00;4;0,000;
09.07.2025 00:00:00;1;15,998;
09.07.2025 00:00:00;2;0,828;
09.07.2025 00:00:00;3;0,000;
09.07.2025 00:00:00;4;0,000;
10.07.2025 00:00:00;1;15,998;
10.07.2025 00:00:00;2;0,828;
10.07.2025 00:00:00;3;0,000;
10.07.2025 00:00:00;4;0,000;
11.07.2025 00:00:00;1;15,998;
11.07.2025 00:00:00;2;0,828;
11.07.2025 00:00:00;3;0,000;
11.07.2025 00:00:00;4;0,000;
12.07.2025 00:00:00;1;15,998;
12.07.2025 00:00:00;2;0,828;
12.07.2025 00:00:00;3;0,000;
12.07.2025 00:00:00;4;0,000;
13.07.2025 00:00:00;1;15,998;
13.07.2025 00:00:00;2;0,828;
13.07.2025 00:00:00;3;0,000;
13.07.2025 00:00:00;4;0,000;
14.07.2025 00:00:00;1;15,998;
14.07.2025 00:00:00;2;0,828;
14.07.2025 00:00:00;3;0,000;
14.07.2025 00:00:00;4;0,000;
15.07.2025 00:00:00;1;15,998;
15.07.2025 00:00:00;2;0,828;
15.07.2025 00:00:00;3;0,000;
15.07.2025 00:00:00;4;0,000;
16.07.2025 00:00:00;1;15,998;
16.07.2025 00:00:00;2;0,828;
16.07.2025 00:00:00;3;0,000;
16.07.2025 00:00:00;4;0,000;
17.07.2025 00:00:00;1;15,998;
17.07.2025 00:00:00;2;0,828;
17.07.2025 00:00:00;3;0,000;
17.07.2025 00:00:00;4;0,000;
18.07.2025 00:00:00;1;15,998;
18.07.2025 00:00:00;2;0,828;
18.07.2025 00:00:00;3;0,000;
18.07.2025 00:00:00;4;0,000;
19.07.2025 00:00:00;1;15,998;
19.07.2025 00:00:00;2;0,828;
19.07.2025 00:00:00;3;0,000;
19.07.2025 00:00:00;4;0,000;
20.07.2025 00:00:00;1;15,998;
20.07.2025 00:00:00;2;0,828;
20.07.2025 00:00:00;3;0,000;
20.07.2025 00:00:00;4;0,000;
21.07.2025 00:00:00;1;15,998;
21.07.2025 00:00:00;2;0,828;
21.07.2025 00:00:00;3;0,000;
21.07.2025 00:00:00;4;0,000;
22.07.2025 00:00:00;1;15,998;
22.07.2025 00:00:00;2;0,828;
22.07.2025 00:00:00;3;0,000;
22.07.2025 00:00:00;4;0,000;
23.07.2025 00:00:00;1;15,998;
23.07.2025 00:00:00;2;0,828;
23.07.2025 00:00:00;3;0,000;
23.07.2025 00:00:00;4;0,000;
24.07.2025 00:00:00;1;15,998;
24.07.2025 00:00:00;2;0,828;
24.07.2025 00:00:00;3;0,000;
24.07.2025 00:00:00;4;0,000;
25.07.2025 00:00:00;1;15,998;
25.07.2025 00:00:00;2;0,828;
25.07.2025 00:00:00;3;0,000;
25.07.2025 00:00:00;4;0,000;
26.07.2025 00:00:00;1;15,998;
26.07.2025 00:00:00;2;0,828;
26.07.2025 00:00:00;3;0,000;
26.07.2025 00:00:00;4;0,000;
27.07.2025 00:00:00;1;15,998;
27.07.2025 00:00:00;2;0,828;
27.07.2025 00:00:00;3;0,000;
27.07.2025 00:00:00;4;0,000;
28.07.2025 00:00:00;1;15,998;
28.07.2025 00:00:00;2;0,828;
28.07.2025 00:00:00;3;0,000;
28.07.2025 00:00:00;4;0,000;
29.07.2025 00:00:00;1;15,998;
29.07.2025 00:00:00;2;0,828;
29.07.2025 00:00:00;3;0,000;
29.07.2025 00:00:00;4;0,000;
30.07.2025 00:00:00;1;18,696;
30.07.2025 00:00:00;2;0,828;
30.07.2025 00:00:00;3;0,000;
30.07.2025 00:00:00;4;0,000;
31.07.2025 00:00:00;1;18,914;
31.07.2025 00:00:00;2;0,828;
31.07.2025 00:00:00;3;0,000;
31.07.2025 00:00:00;4;0,000;
01.08.2025 00:00:00;1;18,914;
01.08.2025 00:00:00;2;0,828;
01.08.2025 00:00:00;3;0,000;
01.08.2025 00:00:00;4;0,000;
02.08.2025 00:00:00;1;18,914;
02.08.2025 00:00:00;2;0,828;
02.08.2025 00:00:00;3;0,000;
02.08.2025 00:00:00;4;0,000;
03.08.2025 00:00:00;1;18,914;
03.08.2025 00:00:00;2;0,828;
03.08.2025 00:00:00;3;0,000;
03.08.2025 00:00:00;4;0,000;
04.08.2025 00:00:00;1;18,914;
04.08.2025 00:00:00;2;0,828;
04.08.2025 00:00:00;3;0,000;
04.08.2025 00:00:00;4;0,000;
05.08.2025 00:00:00;1;18,914;
05.08.2025 00:00:00;2;0,828;
05.08.2025 00:00:00;3;0,000;
05.08.2025 00:00:00;4;0,000;
06.08.2025 00:00:00;1;18,914;
06.08.2025 00:00:00;2;0,828;
06.08.2025 00:00:00;3;0,000;
06.08.2025 00:00:00;4;0,000;
07.08.2025 00:00:00;1;18,914;
07.08.2025 00:00:00;2;0,828;
07.08.2025 00:00:00;3;0,000;
07.08.2025 00:00:00;4;0,000;
08.08.2025 00:00:00;1;18,914;
08.08.2025 00:00:00;2;0,828;
08.08.2025 00:00:00;3;0,000;
08.08.2025 00:00:00;4;0,000;
09.08.2025 00:00:00;1;18,914;
09.08.2025 00:00:00;2;0,828;
09.08.2025 00:00:00;3;0,000;
09.08.2025 00:00:00;4;0,000;
10.08.2025 00:00:00;1;18,914;
10.08.2025 00:00:00;2;0,828;
10.08.2025 00:00:00;3;0,000;
10.08.2025 00:00:00;4;0,000;
11.08.2025 00:00:00;1;18,914;
11.08.2025 00:00:00;2;0,828;
11.08.2025 00:00:00;3;0,000;
11.08.2025 00:00:00;4;0,000;
12.08.2025 00:00:00;1;18,914;
12.08.2025 00:00:00;2;0,828;
12.08.2025 00:00:00;3;0,000;
12.08.2025 00:00:00;4;0,000;
13.08.2025 00:00:00;1;18,914;
13.08.2025 00:00:00;2;0,828;
13.08.2025 00:00:00;3;0,000;
13.08.2025 00:00:00;4;0,000;
14.08.2025 00:00:00;1;18,914;
14.08.2025 00:00:00;2;0,828;
14.08.2025 00:00:00;3;0,000;
14.08.2025 00:00:00;4;0,000;
15.08.2025 00:00:00;1;18,914;
15.08.2025 00:00:00;2;0,828;
15.08.2025 00:00:00;3;0,000;
15.08.2025 00:00:00;4;0,000;
16.08.2025 00:00:00;1;18,914;
16.08.2025 00:00:00;2;0,828;
16.08.2025 00:00:00;3;0,000;
16.08.2025 00:00:00;4;0,000;
17.08.2025 00:00:00;1;18,914;
17.08.2025 00:00:00;2;0,828;
17.08.2025 00:00:00;3;0,000;
17.08.2025 00:00:00;4;0,000;
18.08.2025 00:00:00;1;18,914;
18.08.2025 00:00:00;2;0,828;
18.08.2025 00:00:00;3;0,000;
18.08.2025 00:00:00;4;0,000;
19.08.2025 00:00:00;1;18,914;
19.08.2025 00:00:00;2;0,828;
19.08.2025 00:00:00;3;0,000;
19.08.2025 00:00:00;4;0,000;
20.08.2025 00:00:00;1;18,914;
20.08.2025 00:00:00;2;0,828;
20.08.2025 00:00:00;3;0,000;
20.08.2025 00:00:00;4;0,000;
23.08.2025 00:00:00;1;0,000;
23.08.2025 00:00:00;2;0,000;
23.08.2025 00:00:00;3;0,000;
23.08.2025 00:00:00;4;0,000;
24.08.2025 00:00:00;1;0,000;
24.08.2025 00:00:00;2;0,000;
24.08.2025 00:00:00;3;0,000;
24.08.2025 00:00:00;4;0,000;
25.08.2025 00:00:00;1;0,000;
25.08.2025 00:00:00;2;0,000;
25.08.2025 00:00:00;3;0,000;
25.08.2025 00:00:00;4;0,000;
26.08.2025 00:00:00;1;19,085;
26.08.2025 00:00:00;2;0,851;
26.08.2025 00:00:00;3;0,000;
26.08.2025 00:00:00;4;0,000;
27.08.2025 00:00:00;1;19,085;
27.08.2025 00:00:00;2;0,851;
27.08.2025 00:00:00;3;0,000;
27.08.2025 00:00:00;4;0,000;
28.08.2025 00:00:00;1;19,085;
28.08.2025 00:00:00;2;0,851;
28.08.2025 00:00:00;3;0,000;
28.08.2025 00:00:00;4;0,000;
29.08.2025 00:00:00;1;19,114;
29.08.2025 00:00:00;2;0,852;
29.08.2025 00:00:00;3;0,000;
29.08.2025 00:00:00;4;0,000;
30.08.2025 00:00:00;1;19,134;
30.08.2025 00:00:00;2;0,856;
30.08.2025 00:00:00;3;0,000;
30.08.2025 00:00:00;4;0,000;
31.08.2025 00:00:00;1;19,136;
31.08.2025 00:00:00;2;0,860;
31.08.2025 00:00:00;3;0,000;
31.08.2025 00:00:00;4;0,000;
01.09.2025 00:00:00;1;19,136;
01.09.2025 00:00:00;2;0,860;
01.09.2025 00:00:00;3;0,000;
01.09.2025 00:00:00;4;0,000;
02.09.2025 00:00:00;1;19,141;
02.09.2025 00:00:00;2;0,860;
02.09.2025 00:00:00;3;0,000;
02.09.2025 00:00:00;4;0,000;
03.09.2025 00:00:00;1;19,141;
03.09.2025 00:00:00;2;0,860;
03.09.2025 00:00:00;3;0,000;
03.09.2025 00:00:00;4;0,000;
04.09.2025 00:00:00;1;19,216;
04.09.2025 00:00:00;2;0,861;
04.09.2025 00:00:00;3;0,000;
04.09.2025 00:00:00;4;0,000;
05.09.2025 00:00:00;1;19,236;
05.09.2025 00:00:00;2;0,865;
05.09.2025 00:00:00;3;0,000;
05.09.2025 00:00:00;4;0,000;
06.09.2025 00:00:00;1;19,285;
06.09.2025 00:00:00;2;0,870;
06.09.2025 00:00:00;3;0,000;
06.09.2025 00:00:00;4;0,000;
07.09.2025 00:00:00;1;19,381;
07.09.2025 00:00:00;2;0,874;
07.09.2025 00:00:00;3;0,000;
07.09.2025 00:00:00;4;0,000;
